"","P","Alder","B.Ar","EL.Kar","O.Karak_num","BLEnergikWh","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"1611",2250000,5,2014,5,5,113.64,1,"Fritt salg","Blokkleilighet",1,"1594.5",0,0,0,0,0,0,0,18,"1721.0","0.0","1721.0","899.0",0,2,3,"64.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-06,"4626/23/383/11","4626","23","383","11",300493209,"Angeltveitmyrane 14","angeltveitmyrane",14,NA,"H0202","5363","Boligblokker",902025,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6738948.02","-50540.33"
"1612",2250000,5,2014,5,5,113.64,1,"Fritt salg","Blokkleilighet",1,"1594.5",0,0,0,0,0,0,0,18,"1721.0","0.0","1721.0","899.0",0,1,1,"64.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-25,"4626/23/383/2","4626","23","383","2",300493209,"Angeltveitmyrane 14","angeltveitmyrane",10,NA,"H0202","5363","Boligblokker",467974,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6738948.02","-50540.33"
"1617",2250000,5,2014,5,5,113.64,1,"Fritt salg","Blokkleilighet",1,"1594.5",0,0,0,0,0,0,0,18,"1721.0","0.0","1721.0","899.0",0,2,6,"65.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-06,"4626/23/383/8","4626","23","383","8",300493209,"Angeltveitmyrane 14","angeltveitmyrane",14,NA,"H0202","5363","Boligblokker",507300,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6738948.02","-50540.33"
"1624",2240000,5,2014,5,5,113.64,1,"Fritt salg","Blokkleilighet",1,"1594.5",0,0,0,0,0,0,0,18,"1721.0","0.0","1721.0","899.0",0,1,1,"64.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-14,"4626/23/383/3","4626","23","383","3",300493209,"Angeltveitmyrane 14","angeltveitmyrane",8,NA,"H0202","5363","Boligblokker",1207462,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6738948.02","-50540.33"
"1636",2700000,4,2015,5,5,114.61,1,"Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,4,4,"46.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-14,"4601/158/87/61","4601","158","87","61",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",936560,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1638",4680000,4,2015,5,5,114.61,1,"Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,4,1,"94.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-15,"4601/158/87/58","4601","158","87","58",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",554841,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1653",3710000,18,2001,4,5,181.51,4,"Fritt salg","Blokkleilighet",1,"11086.4",1,0,0,0,0,0,0,2,"187.0","0.0","187.0","0.0",0,1,1,"106.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-06,"4601/119/616/13","4601","119","616","13",20753196,"Råvarden 68","råvarden",68,NA,NA,"5239","Småhus",643833,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6722835.73","-34023.91"
"1659",3050000,80,1939,3,2,213.41,2,"Fritt salg","Blokkleilighet",1,"402.0",0,0,0,0,0,0,0,8,"539.0","0.0","539.0","134.0",0,2,1,"53.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-04,"4601/160/438/4","4601","160","438","4",139234367,"Inndalsveien 110","inndalsveien",110,NA,"H0202","5063","Boligblokker",398824,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6730808.21","-30941.94"
"1661",3250000,80,1939,3,2,213.41,2,"Fritt salg","Blokkleilighet",1,"402.0",0,0,0,0,0,0,0,8,"539.0","0.0","539.0","134.0",0,4,1,"50.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-18,"4601/160/438/8","4601","160","438","8",139234367,"Inndalsveien 110","inndalsveien",110,NA,"H0202","5063","Boligblokker",78552,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6730808.21","-30941.94"
"1664",2890000,3,2016,6,5,114.94,2,"Fritt salg","Blokkleilighet",1,"3905.9",0,0,0,0,0,0,0,14,"1251.0","0.0","1251.0","377.0",0,2,3,"63.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-29,"4601/116/264/16","4601","116","264","16",300427543,"Sandsliåsen 49","sandsliåsen",49,NA,"H0202","5254","Boligblokker",608498,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6723873.53","-35444.05"
"1673",2300000,6,2013,5,1,136.77,4,"Fritt salg","Blokkleilighet",1,"1193.3",0,0,0,0,0,0,0,5,"601.0","0.0","601.0","278.0",0,1,1,"65.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-18,"4626/43/683/2","4626","43","683","2",300342057,"Nygårdsvegen 48 D","nygårdsvegen",48,"B","H0201","5350","Småhus",1236675,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6731297.56","-42037.16"
"1678",2370000,5,2014,5,2,155.75,4,"Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,0,8,"616.0","0.0","616.0","388.0",0,2,1,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-08,"4624/34/647/5","4624","34","647","5",300326961,"Skeisbotnen 68 A","skeisbotnen",68,"D","H0101","5217","Småhus",789559,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6709448.6","-31085.75"
"1688",3760000,71,1948,1,2,465.29,2,"Fritt salg","Blokkleilighet",1,"829.3",0,0,0,0,0,0,0,9,"1095.0","0.0","1095.0","0.0",0,1,1,"67.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-20,"4601/160/79/7","4601","160","79","7",139230728,"Birkeveien 4","birkeveien",4,NA,"H0101","5093","Boligblokker",1533994,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6730981.3","-30436.53"
"1689",3150000,62,1957,2,2,305.28,2,"Fritt salg","Tomannsbolig",1,"1159.0",0,1,0,0,0,0,0,1,"118.0","0.0","118.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q2",2019-05-06,"4601/50/38/1","4601","50","38","1",139795458,"Birkelandsbotn 10","birkelandsbotn",10,NA,"H0101","5226","Småhus",510578,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6724627.24","-30172.02"
"1691",2750000,20,1999,3,1,173.19,4,"Fritt salg","Blokkleilighet",1,"2369.4",0,0,0,0,0,0,0,6,"623.0","0.0","623.0","0.0",0,1,1,"72.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-07,"4601/20/1213/2","4601","20","1213","2",9585079,"Våkleiven 139","våkleiven",139,NA,"H0101","5155","Boligblokker",279913,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6727702.14","-34436.43"
"1692",2250000,8,2011,4,1,145.56,4,"Fritt salg","Blokkleilighet",1,"6278.6",1,1,0,0,0,0,0,6,"453.0","0.0","453.0","181.0",0,1,1,"68.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-06,"4627/4/140/2","4627","4","140","2",300115320,"Vardane 55 D","vardane",55,"B","H0201","5306","Boligblokker",152930,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6741647.65","-36848.7"
"1695",2500000,8,2011,4,1,145.56,4,"Fritt salg","Blokkleilighet",1,"6278.6",1,1,0,0,0,0,0,6,"453.0","0.0","453.0","181.0",0,3,1,"68.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-04,"4627/4/140/5","4627","4","140","5",300115320,"Vardane 55 D","vardane",55,"E","H0201","5306","Boligblokker",1170830,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6741647.65","-36848.7"
"1697",3057000,6,2013,4,1,141.21,4,"Fritt salg","Blokkleilighet",1,"3542.5",1,0,0,0,0,0,0,10,"850.0","0.0","850.0","459.0",0,2,1,"85.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-04,"4624/51/40/14","4624","51","40","14",300335820,"Greidalsvegen 6 F","greidalsvegen",6,"K","H0201","5209","Boligblokker",1456117,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6709259.77","-28362.56"
"1700",2880000,45,1974,3,2,224.23,4,"Fritt salg","Tomannsbolig",1,"90.0",0,0,0,0,0,0,0,1,"0.0","0.0","0.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q2",2019-06-17,"4626/32/75/NA","4626","32","75","NA",175771484,"Skjenevegen 26","skjenevegen",26,NA,"H0101","5360","Småhus",682264,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6732529.21","-47227.21"
"1705",2780000,8,2011,6,1,108.29,1,"Fritt salg","Blokkleilighet",1,"4116.0",0,0,0,0,0,0,0,40,"3999.0","0.0","3999.0","1.0",0,2,4,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-29,"4601/87/193/14","4601","87","193","14",25591828,"Apeltunhaugene 197","apeltunhaugene",197,NA,"H0303","5238","Boligblokker",609209,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722765.64","-32861.14"
"1717",2790000,8,2011,6,1,108.29,1,"Fritt salg","Blokkleilighet",1,"4116.0",0,0,0,0,0,0,0,40,"3999.0","0.0","3999.0","1.0",0,3,2,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-23,"4601/87/193/17","4601","87","193","17",25591828,"Apeltunhaugene 197","apeltunhaugene",199,NA,"H0303","5238","Boligblokker",1256382,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722765.64","-32861.14"
"1722",2600000,8,2011,6,1,108.29,1,"Fritt salg","Blokkleilighet",1,"4116.0",0,0,0,0,0,0,0,40,"3999.0","0.0","3999.0","1.0",0,4,3,"52.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-19,"4601/87/193/28","4601","87","193","28",25591828,"Apeltunhaugene 197","apeltunhaugene",199,NA,"H0303","5238","Boligblokker",1528417,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722765.64","-32861.14"
"1723",3e+06,8,2011,6,1,108.29,1,"Fritt salg","Blokkleilighet",1,"4116.0",0,0,0,0,0,0,0,40,"3999.0","0.0","3999.0","1.0",0,4,2,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-04,"4601/87/193/32","4601","87","193","32",25591828,"Apeltunhaugene 197","apeltunhaugene",197,NA,"H0303","5238","Boligblokker",1168510,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722765.64","-32861.14"
"1726",2950000,8,2011,6,1,108.29,1,"Fritt salg","Blokkleilighet",1,"4116.0",0,0,0,0,0,0,0,40,"3999.0","0.0","3999.0","1.0",0,3,4,"64.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-02,"4601/87/193/24","4601","87","193","24",25591828,"Apeltunhaugene 197","apeltunhaugene",197,NA,"H0303","5238","Boligblokker",385965,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722765.64","-32861.14"
"1731",2280000,58,1961,1,2,352.65,1,"Fritt salg","Blokkleilighet",1,"9476.5",1,0,0,0,0,0,0,48,"4927.0","0.0","4927.0","0.0",0,4,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q3",2019-07-03,"4601/161/1043/74","4601","161","1043","74",139712242,"Kolstien 3 A","kolstien",3,"F","H0401","5097","Boligblokker",767044,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729246.02","-30231.41"
"1761",3800000,3,2016,5,5,109.61,1,"Fritt salg","Blokkleilighet",1,"8530.2",1,0,0,0,0,0,0,33,"4485.0","0.0","4485.0","624.0",0,4,4,"71.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-10,"4601/160/1070/45","4601","160","1070","45",300429599,"Vilhelm Bjerknes' vei 48","vilhelm bjerknes' vei",48,NA,"H0402","5081","Boligblokker",1484274,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6729083.26","-30626.91"
"1765",2850000,124,1895,1,2,425.47,4,"Fritt salg","Blokkleilighet",1,"143.2",0,0,0,0,0,0,0,8,"447.0","0.0","447.0","0.0",0,2,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-10,"4601/167/667/5","4601","167","667","5",139315375,"Grøgårds gate 4","grøgårds gate",4,NA,"L0101","5033","Boligblokker",1053525,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6735297.37","-31793.29"
"1767",2400000,124,1895,1,2,425.47,4,"Fritt salg","Blokkleilighet",1,"143.2",0,0,0,0,0,0,0,8,"447.0","0.0","447.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4601/167/667/4","4601","167","667","4",139315375,"Grøgårds gate 4","grøgårds gate",4,NA,"L0101","5033","Boligblokker",1035389,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6735297.37","-31793.29"
"1773",2700000,119,1900,1,1,326.71,2,"Fritt salg","Blokkleilighet",1,"903.8",1,0,0,0,0,0,0,14,"914.0","0.0","914.0","0.0",1,5,2,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-14,"4601/164/445/30","4601","164","445","30",139277457,"Olaf Ryes vei 11 A","olaf ryes vei",11,"A","H0201","5007","Boligblokker",937932,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733675.9","-32274.2"
"1780",2750000,119,1900,1,1,326.71,2,"Fritt salg","Blokkleilighet",1,"903.8",1,0,0,0,0,0,0,14,"914.0","0.0","914.0","0.0",1,4,2,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-11,"4601/164/445/22","4601","164","445","22",139277457,"Olaf Ryes vei 11 A","olaf ryes vei",11,"A","H0201","5007","Boligblokker",1343883,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733675.9","-32274.2"
"1803",2750000,110,1909,1,1,437.63,1,"Fritt salg","Blokkleilighet",1,"239.1",0,0,0,0,0,0,0,8,"488.0","0.0","488.0","121.0",0,1,2,"44.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-16,"4601/164/325/2","4601","164","325","2",139276779,"Konsul Børs' gate 31","konsul børs' gate",31,NA,"H0402","5006","Boligblokker",946918,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733361.62","-32177.8"
"1805",3e+06,110,1909,1,1,437.63,1,"Fritt salg","Blokkleilighet",1,"239.1",0,0,0,0,0,0,0,8,"488.0","0.0","488.0","121.0",0,2,1,"44.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-05,"4601/164/325/3","4601","164","325","3",139276779,"Konsul Børs' gate 31","konsul børs' gate",31,NA,"H0402","5006","Boligblokker",633937,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733361.62","-32177.8"
"1816",1850000,90,1929,1,1,658.09,4,"Fritt salg","Blokkleilighet",1,"424.2",0,0,0,0,0,0,0,5,"294.0","0.0","294.0","0.0",0,2,1,"43.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-03,"4601/150/94/4","4601","150","94","4",139621662,"Kringsjåveien 117 B","johan berentsens vei",84,"E","U0101","5163","Småhus",501954,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6734579.63","-34463.17"
"1819",2690000,52,1967,1,2,307.83,2,"Fritt salg","Blokkleilighet",1,"1310.3",0,0,0,0,0,0,0,10,"825.0","0.0","825.0","0.0",0,2,1,"67.0",3,1,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-06,"4601/12/244/8","4601","12","244","8",139399323,"Fantoftåsen 32 B","fantoftåsen",32,"A","H0202","5072","Boligblokker",1041572,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729385.19","-31085.05"
"1824",3190000,70,1949,1,3,442.4,4,"Fritt salg","Annet",1,"587.9",1,0,0,0,0,0,0,3,"311.0","0.0","311.0","0.0",0,2,1,"85.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-02,"4601/159/269/3","4601","159","269","3",139222245,"Skoltehaugen 8","skoltehaugen",8,NA,"H0201","5063","Småhus",762393,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6730845.7","-31104.87"
"1826",3260000,129,1890,1,1,406.6,2,"Fritt salg","Blokkleilighet",1,"139.8",0,0,0,0,1,0,0,9,"450.0","0.0","450.0","0.0",1,4,2,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-11,"4601/165/708/9","4601","165","708","9",139290607,"Skottegaten 22 D","skottegaten",22,"D","H0402","5011","Boligblokker",1490145,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6734605.1","-32526.93"
"1842",2680000,5,2014,5,2,136.71,4,"Fritt salg","Frittliggende enebolig",1,"273.8",0,0,0,0,0,0,0,1,"105.0","0.0","105.0","73.0",0,1,1,"105.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-13,"4626/52/343/4","4626","52","343","4",300444708,"Hedlemyra 20","hedlemyra",20,NA,"H0101","5357","Småhus",672908,"Enebolig","Bolig","Bolig","6723545.62","-45192.54"
"1845",2950000,104,1915,1,2,239.34,2,"Fritt salg","Blokkleilighet",1,"217.4",0,0,0,0,0,0,0,6,"431.0","0.0","431.0","0.0",0,2,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-04,"4601/168/497/4","4601","168","497","4",139328094,"Kirkegaten 24","kirkegaten",24,NA,"H0101","5036","Boligblokker",1453211,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735989.14","-31603.41"
"1846",2710000,104,1915,1,2,239.34,2,"Fritt salg","Blokkleilighet",1,"217.4",0,0,0,0,0,0,0,6,"431.0","0.0","431.0","0.0",0,3,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-30,"4601/168/497/5","4601","168","497","5",139328094,"Kirkegaten 24","kirkegaten",24,NA,"H0101","5036","Boligblokker",1287226,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735989.14","-31603.41"
"1847",4250000,104,1915,1,2,239.34,2,"Fritt salg","Blokkleilighet",1,"217.4",0,0,0,0,0,0,0,6,"431.0","0.0","431.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-21,"4601/168/497/1","4601","168","497","1",139328094,"Kirkegaten 24","kirkegaten",24,NA,"H0101","5036","Boligblokker",1397467,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735989.14","-31603.41"
"1849",2700000,104,1915,1,2,239.34,2,"Fritt salg","Blokkleilighet",1,"217.4",0,0,0,0,0,0,0,6,"431.0","0.0","431.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-29,"4601/168/497/3","4601","168","497","3",139328094,"Kirkegaten 24","kirkegaten",24,NA,"H0101","5036","Boligblokker",1284086,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735989.14","-31603.41"
"1850",2850000,104,1915,1,2,239.34,2,"Fritt salg","Blokkleilighet",1,"217.4",0,0,0,0,0,0,0,6,"431.0","0.0","431.0","0.0",0,1,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-06,"4601/168/497/2","4601","168","497","2",139328094,"Kirkegaten 24","kirkegaten",24,NA,"H0101","5036","Boligblokker",1323123,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735989.14","-31603.41"
"1853",3e+06,4,2015,6,2,127.78,4,"Fritt salg","Tomannsbolig",1,"4315.2",1,0,0,0,0,0,0,1,"140.0","0.0","140.0","69.0",0,1,1,"140.0",6,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-26,"4631/196/146/10","4631","196","146","10",300444980,"Midtgardshøgda 5A","midtgardshøgda",5,"A",NA,"5915","Småhus",1416380,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6754430.53","-26367.42"
"1863",3200000,3,2016,6,1,104.01,1,"Fritt salg","Blokkleilighet",1,"3597.2",1,0,0,0,0,0,0,32,"4615.0","0.0","4615.0","1577.0",0,2,5,"129.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-06,"4627/7/943/13","4627","7","943","13",300344035,"Holmedalen 20","holmedalen",20,NA,"H0103","5300","Boligblokker",641336,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6736739.26","-37518.11"
"1872",4200000,3,2016,6,1,104.01,1,"Fritt salg","Blokkleilighet",1,"3597.2",1,0,0,0,0,0,0,32,"4615.0","0.0","4615.0","1577.0",0,1,2,"152.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-08,"4627/7/943/2","4627","7","943","2",300344035,"Holmedalen 20","holmedalen",20,NA,"H0103","5300","Boligblokker",411990,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6736739.26","-37518.11"
"1875",3310000,6,2013,4,1,142.58,1,"Uoppgitt","Blokkleilighet",1,"8150.4",1,0,0,0,0,0,0,19,"1674.0","0.0","1674.0","433.0",0,2,2,"77.0",4,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-10,"4601/25/441/28","4601","25","441","28",300207825,"Øvre Fyllingsveien 123","øvre fyllingsveien",123,NA,"H0502","5146","Boligblokker",44452,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731814.66","-33748.47"
"1886",3480000,6,2013,4,1,142.58,1,"Fritt salg","Blokkleilighet",1,"8150.4",1,0,0,0,0,0,0,19,"1674.0","0.0","1674.0","433.0",0,2,4,"77.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-30,"4601/25/441/26","4601","25","441","26",300207825,"Øvre Fyllingsveien 123","øvre fyllingsveien",123,NA,"H0502","5146","Boligblokker",874411,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731814.66","-33748.47"
"1889",2705000,49,1970,1,2,361.57,4,"Opphør av samboerskap","Tomannsbolig",1,"707.3",0,0,0,0,0,0,0,1,"154.0","0.0","154.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-18,"4601/40/999/NA","4601","40","999","NA",139470214,"Sleipners veg 32","sleipners veg",32,NA,"H0101","5221","Småhus",1095197,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6725234.58","-32714.99"
