"","P","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak_num","BLEnergikWh","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"1283",4350000,133,1889,5,"C",1,184.23,4,"Fritt salg","Blokkleilighet",1,"100.7",0,0,0,0,0,0,0,4,"265.0","0.0","265.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-15,"4601/167/447/3","4601","167","447","3",139313593,"Ladegårdsgaten 22 B","ladegårdsgaten",22,"B","H0101","5033","Småhus",891311,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6735293.85","-31715.81"
"1286",4050000,133,1889,5,"C",1,184.23,4,"Fritt salg","Blokkleilighet",1,"100.7",0,0,0,0,0,0,0,4,"265.0","0.0","265.0","0.0",0,3,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-09,"4601/167/447/4","4601","167","447","4",139313593,"Ladegårdsgaten 22 B","ladegårdsgaten",22,"B","H0101","5033","Småhus",1273355,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6735293.85","-31715.81"
"1288",3490000,133,1889,5,"C",1,184.23,4,"Fritt salg","Blokkleilighet",1,"100.7",0,0,0,0,0,0,0,4,"265.0","0.0","265.0","0.0",0,1,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-01,"4601/167/447/1","4601","167","447","1",139313593,"Ladegårdsgaten 22 B","ladegårdsgaten",22,"B","H0101","5033","Småhus",724427,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6735293.85","-31715.81"
"1298",3010000,19,2003,4,"D",1,140.83,1,"Fritt salg","Blokkleilighet",1,"2719.0",0,0,0,0,0,0,0,9,"985.0","0.0","985.0","0.0",0,1,2,"70.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2022,"2022Q2",2022-04-20,"4601/50/242/2","4601","50","242","2",20767197,"Nedre Kirkebirkeland 39","nedre kirkebirkeland",39,NA,"H0102","5227","Boligblokker",419963,"Terrassehus","Bolig","Bolig","6723892.08","-30644.81"
"1312",5780000,125,1897,1,"G",2,417.04,2,"Fritt salg","Blokkleilighet",1,"255.4",0,0,0,0,1,0,0,9,"885.0","0.0","885.0","0.0",1,1,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-04,"4601/165/429/3","4601","165","429","3",139288394,"Haugeveien 9","haugeveien",9,NA,"H0202","5005","Boligblokker",139782,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6734882.68","-32676.22"
"1316",3600000,102,1920,1,"G",1,560.75,4,"Fritt salg","Annet",1,"856.8",0,0,0,0,0,0,0,3,"312.0","0.0","312.0","0.0",0,1,1,"93.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-04,"4601/159/586/1","4601","159","586","1",139225848,"Løbergsveien 65","løbergsveien",65,NA,"H0101","5055","Småhus",728455,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6731668.77","-31621.67"
"1334",1200000,52,1970,3,"E",2,212.13,4,"Fritt salg","Frittliggende enebolig",1,"1132.5",0,0,0,0,0,0,0,2,"233.0","0.0","233.0","189.0",0,1,1,"60.0",3,1,1,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-13,"4601/182/276/NA","4601","182","276","NA",139646142,"Lokketodalen 33","lokketodalen",33,NA,NA,"5136","Småhus",1158120,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6744729.46","-33963.15"
"1338",1200000,52,1970,3,"E",2,212.13,4,"Fritt salg","Frittliggende enebolig",1,"1132.5",0,0,0,0,0,0,0,2,"233.0","0.0","233.0","189.0",0,1,1,"173.0",5,2,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-13,"4601/182/276/NA","4601","182","276","NA",139646142,"Lokketodalen 33","lokketodalen",33,NA,NA,"5136","Småhus",1158120,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6744729.46","-33963.15"
"1343",3700000,19,2003,5,"C",1,136.2,1,"Fritt salg","Blokkleilighet",1,"3707.1",1,0,0,0,0,0,0,52,"3833.0","0.0","3833.0","630.0",0,5,3,"53.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-16,"4601/168/2064/32","4601","168","2064","32",20774584,"Måseskjærveien 22","måseskjærveien",22,NA,"H0302","5035","Boligblokker",1302327,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6736699.89","-31915.75"
"1355",4500000,19,2003,5,"C",1,136.2,1,"Fritt salg","Blokkleilighet",1,"3707.1",1,0,0,0,0,0,0,52,"3833.0","0.0","3833.0","630.0",0,4,3,"53.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-07,"4601/168/2064/28","4601","168","2064","28",20774584,"Måseskjærveien 22","måseskjærveien",24,NA,"H0302","5035","Boligblokker",1263407,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6736699.89","-31915.75"
"1356",9490000,19,2003,5,"C",1,136.2,1,"Fritt salg","Blokkleilighet",1,"3707.1",1,0,0,0,0,0,0,52,"3833.0","0.0","3833.0","630.0",0,7,3,"73.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-08,"4601/168/2064/47","4601","168","2064","47",20774584,"Måseskjærveien 22","måseskjærveien",22,NA,"H0302","5035","Boligblokker",1265639,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6736699.89","-31915.75"
"1361",4290000,19,2003,5,"C",1,136.2,1,"Fritt salg","Blokkleilighet",1,"3707.1",1,0,0,0,0,0,0,52,"3833.0","0.0","3833.0","630.0",0,6,2,"53.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-03,"4601/168/2064/41","4601","168","2064","41",20774584,"Måseskjærveien 22","måseskjærveien",22,NA,"H0302","5035","Boligblokker",1102557,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6736699.89","-31915.75"
"1366",4200000,19,2003,4,"D",1,128.44,1,"Fritt salg","Blokkleilighet",1,"4158.5",0,0,0,0,0,0,0,9,"1036.0","0.0","1036.0","0.0",0,1,1,"72.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-08,"4601/166/1125/8","4601","166","1125","8",20739797,"Kalfarveien 35 A","kalfarveien",35,"E","H0301","5018","Boligblokker",864031,"Terrassehus","Bolig","Bolig","6733642.46","-31075.16"
"1377",3460000,86,1936,1,"G",1,494.65,1,"Fritt salg","Blokkleilighet",1,"114.3",0,0,0,0,0,0,0,2,"173.0","0.0","173.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-06,"4601/159/584/1","4601","159","584","1",139225813,"Løbergsveien 62","løbergsveien",62,NA,"H0201","5054","Småhus",748516,"Rekkehus","Bolig","Bolig","6731990.02","-31595.16"
"1378",2650000,19,2003,5,"C",1,141.49,4,"Fritt salg","Blokkleilighet",1,"1413.6",1,0,0,0,0,0,0,4,"326.0","0.0","326.0","0.0",0,1,1,"78.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-11,"4627/17/456/2","4627","17","456","2",19725510,"Storheia 7 B","storheia",7,"A","H0201","5310","Småhus",883029,"Rekkehus","Bolig","Bolig","6742388.22","-41726.36"
"1398",3350000,8,2014,4,"D",2,136.88,1,"Fritt salg","Blokkleilighet",1,"2176.8",0,0,0,0,0,0,0,14,"1265.0","0.0","1265.0","500.0",0,2,2,"55.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-09,"4601/159/620/13","4601","159","620","13",300246211,"Mindeveien 77","mindeveien",77,NA,"H0101","5073","Boligblokker",872921,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6731022.01","-31616.28"
"1403",5900000,21,2001,4,"D",1,126.74,1,"Fritt salg","Blokkleilighet",1,"1384.8",0,0,0,0,0,0,0,33,"4325.0","0.0","4325.0","0.0",0,3,6,"87.0",3,1,2,1,1,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",1,"Offentlig kloakk",2022,"2022Q3",2022-08-17,"4601/12/356/13","4601","12","356","13",20739398,"Fantoftvegen 28","fantoftvegen",28,NA,NA,"5072","Boligblokker",903478,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6728714.78","-31075.57"
"1408",5300000,21,2001,4,"D",1,126.74,1,"Fritt salg","Blokkleilighet",1,"1384.8",0,0,0,0,0,0,0,33,"4325.0","0.0","4325.0","0.0",0,4,3,"78.0",3,1,1,1,1,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",1,"Offentlig kloakk",2022,"2022Q3",2022-08-09,"4601/12/356/16","4601","12","356","16",20739398,"Fantoftvegen 28","fantoftvegen",28,NA,NA,"5072","Boligblokker",870564,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6728714.78","-31075.57"
"1441",3390000,92,1930,1,"G",2,563.93,2,"Fritt salg","Blokkleilighet",1,"275.2",0,0,0,0,0,0,0,5,"356.0","0.0","356.0","0.0",0,2,1,"0.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-27,"4601/162/526/3","4601","162","526","3",139259939,"Arne Garborgs gate 6","arne garborgs gate",6,NA,"H0201","5052","Småhus",694907,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6731899.85","-30958.53"
"1446",2600000,11,2011,6,"B",5,113.26,1,"Fritt salg","Blokkleilighet",1,"4325.6",1,0,0,0,0,0,0,50,"6750.0","0.0","6750.0","2413.0",0,1,2,"64.0",2,1,1,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-03,"4626/35/36/2","4626","35","36","2",300099776,"Bildøyvegen 19","bildøyvegen",19,NA,"H0204","5353","Boligblokker",135368,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732073.83","-43677.07"
"1452",3375000,7,2015,6,"B",1,94.94,1,"Fritt salg","Blokkleilighet",1,"10176.3",1,0,0,0,0,0,0,25,"3081.0","0.0","3081.0","1679.0",0,1,1,"80.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-25,"4624/49/133/7","4624","49","133","7",300429386,"Lekvenmarka 116","lekvenmarka",116,NA,"H0302","5209","Boligblokker",96230,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6708877.95","-28729.07"
"1461",3e+06,7,2015,6,"B",1,94.94,1,"Fritt salg","Blokkleilighet",1,"10176.3",1,0,0,0,0,0,0,25,"3081.0","0.0","3081.0","1679.0",0,1,5,"65.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-02,"4624/49/133/3","4624","49","133","3",300429386,"Lekvenmarka 116","lekvenmarka",116,NA,"H0302","5209","Boligblokker",1372580,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6708877.95","-28729.07"
"1464",3900000,7,2015,6,"B",1,94.94,1,"Fritt salg","Blokkleilighet",1,"10176.3",1,0,0,0,0,0,0,25,"3081.0","0.0","3081.0","1679.0",0,1,4,"86.0",3,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-01,"4624/49/133/4","4624","49","133","4",300429386,"Lekvenmarka 116","lekvenmarka",116,NA,"H0302","5209","Boligblokker",461340,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6708877.95","-28729.07"
"1471",1375000,6,2016,6,"B",5,115.39,1,"Fritt salg","Blokkleilighet",1,"1402.9",1,0,0,0,0,0,0,14,"1131.0","0.0","1131.0","434.0",0,1,5,"49.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-28,"4601/153/693/5","4601","153","693","5",13917418,"Skolegaten 1","skolegaten",1,NA,"H0202","5160","Boligblokker",111084,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733924.71","-33538.68"
"1481",3130000,31,1991,3,"E",1,229.55,1,"Fritt salg","Blokkleilighet",1,"8983.1",1,0,0,0,0,0,0,38,"3858.0","0.0","3858.0","0.0",0,2,1,"63.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-29,"4601/159/957/43","4601","159","957","43",9501533,"Grønnlien 21","grønnlien",35,NA,NA,"5055","Boligblokker",459764,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6731537.39","-31797.79"
"1504",3950000,30,1992,3,"E",1,194.83,1,"Fritt salg","Blokkleilighet",1,"2564.2",0,0,0,0,0,0,0,31,"3101.0","0.0","3101.0","0.0",0,1,6,"78.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-21,"4601/158/650/4","4601","158","650","4",9522174,"Nordre Skogveien 11","nordre skogveien",11,NA,"H0201","5057","Boligblokker",1321843,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732669.57","-32132.95"
"1506",3560000,30,1992,3,"E",1,194.83,1,"Fritt salg","Blokkleilighet",1,"2564.2",0,0,0,0,0,0,0,31,"3101.0","0.0","3101.0","0.0",0,2,3,"74.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-12,"4601/158/650/16","4601","158","650","16",9522174,"Nordre Skogveien 11","nordre skogveien",11,NA,"H0201","5057","Boligblokker",403535,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732669.57","-32132.95"
"1509",2700000,30,1992,3,"E",1,194.83,1,"Fritt salg","Blokkleilighet",1,"2564.2",0,0,0,0,0,0,0,31,"3101.0","0.0","3101.0","0.0",0,3,4,"64.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-05,"4601/158/650/24","4601","158","650","24",9522174,"Nordre Skogveien 11","nordre skogveien",11,NA,"H0201","5057","Boligblokker",1379234,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732669.57","-32132.95"
"1522",6890000,11,2011,6,"B",2,129.73,4,"Fritt salg","Rekkehus/kjede",1,"314.9",0,0,0,0,0,0,0,1,"145.0","0.0","145.0","76.0",0,1,1,"145.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-08,"4601/37/429/NA","4601","37","429","NA",300081963,"Grunnane 128","grunnane",128,NA,"H0101","5251","Småhus",867277,"Rekkehus","Bolig","Bolig","6725387.42","-35438.25"
"1530",2810000,14,2008,5,"C",5,125.01,1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,0,71,"6096.0","0.0","6096.0","0.0",0,5,12,"35.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-14,"4601/163/28/50","4601","163","28","50",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",1422174,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28"
"1539",3330000,14,2008,5,"C",5,125.01,1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,0,71,"6096.0","0.0","6096.0","0.0",0,6,8,"42.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-07,"4601/163/28/62","4601","163","28","62",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",1130614,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28"
"1545",3e+06,14,2008,5,"C",5,125.01,1,"Fritt salg","Blokkleilighet",1,"3412.1",1,0,0,0,0,1,0,71,"6096.0","0.0","6096.0","0.0",0,3,11,"35.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-04,"4601/163/28/21","4601","163","28","21",23669668,"Møllendalsbakken 1","møllendalsbakken",1,NA,"H0303","5009","Boligblokker",366430,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6732466.13","-30576.28"
"1553",4050000,12,2010,6,"B",1,97.62,4,"Fritt salg","Blokkleilighet",1,"8183.3",1,0,0,0,0,0,0,8,"722.0","0.0","722.0","440.0",0,1,1,"86.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-10,"4601/34/13/27","4601","34","13","27",300054352,"Skranevegen 119","skranevegen",119,NA,"H0101","5252","Boligblokker",33422,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6725335.87","-36218.79"
"1555",3950000,12,2010,6,"B",1,97.62,4,"Fritt salg","Blokkleilighet",1,"8183.3",1,0,0,0,0,0,0,8,"722.0","0.0","722.0","440.0",0,1,1,"86.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-01-06,"4601/34/13/28","4601","34","13","28",300054352,"Skranevegen 119","skranevegen",123,NA,"H0101","5252","Boligblokker",20528,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6725335.87","-36218.79"
"1557",4e+06,12,2010,6,"B",1,97.62,4,"Fritt salg","Blokkleilighet",1,"8183.3",1,0,0,0,0,0,0,8,"722.0","0.0","722.0","440.0",0,1,1,"86.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-03,"4601/34/13/26","4601","34","13","26",300054352,"Skranevegen 119","skranevegen",115,NA,"H0101","5252","Boligblokker",247457,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6725335.87","-36218.79"
"1575",3e+06,11,2011,6,"B",5,115.55,1,"Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,2,2,"49.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-03-08,"4601/158/856/60","4601","158","856","60",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",265121,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81"
"1577",4550000,11,2011,6,"B",5,115.55,1,"Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,2,8,"60.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-01,"4601/158/856/66","4601","158","856","66",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",838863,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81"
"1581",2850000,11,2011,6,"B",5,115.55,1,"Fritt salg","Blokkleilighet",1,"2393.7",0,0,0,0,0,0,0,43,"2678.0","0.0","2678.0","1.0",0,4,2,"37.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-17,"4601/158/856/77","4601","158","856","77",25606949,"Michael Krohns gate 71","michael krohns gate",71,NA,"H0502","5057","Boligblokker",1171608,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733064.73","-32385.81"
"1586",3e+06,74,1948,1,"G",2,378.21,4,"Fritt salg","Blokkleilighet",1,"503.8",0,0,0,0,0,0,0,4,"411.0","0.0","411.0","0.0",0,1,1,"54.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-03,"4601/153/414/1","4601","153","414","1",139627350,"Herman Grans vei 53 A","herman grans vei",53,"A","H0202","5162","Boligblokker",601916,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6733983.05","-33805.45"
"1595",2750000,69,1953,2,"F",2,382.9,4,"Fritt salg","Blokkleilighet",1,"451.3",0,0,0,0,0,0,0,3,"209.0","0.0","209.0","0.0",0,1,1,"71.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-07,"4601/17/71/2","4601","17","71","2",139413490,"Grønnestølsveien 20 D","grønnestølsveien",20,"D","H0101","5073","Småhus",1392371,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6729967.06","-31906.98"
"1596",2950000,5,2017,7,"A",4,90.5,0,"Fritt salg","Blokkleilighet",1,"3493.0",0,0,0,0,0,1,0,43,"8452.0","0.0","8452.0","1915.0",0,2,6,"72.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q1",2022-02-02,"4626/35/49/19","4626","35","49","19",300580842,"Bildøyvegen 9","bildøyvegen",9,NA,"H0204","5353","Boligblokker",129718,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732087.19","-43565.82"
"1602",4200000,5,2017,7,"A",4,90.5,0,"Fritt salg","Blokkleilighet",1,"3493.0",0,0,0,0,0,1,0,43,"8452.0","0.0","8452.0","1915.0",0,6,1,"92.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-12-08,"4626/35/49/49","4626","35","49","49",300580842,"Bildøyvegen 9","bildøyvegen",9,NA,"H0204","5353","Boligblokker",1398365,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6732087.19","-43565.82"
"1607",1625000,14,2008,3,"E",1,212.36,4,"Fritt salg","Blokkleilighet",1,"1324.2",0,0,0,0,0,0,0,6,"892.0","0.0","892.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2022,"2022Q2",2022-04-25,"4627/3/287/5","4627","3","287","5",13649138,"Askvegen 258 C","askvegen",258,"E",NA,"5307","Boligblokker",434251,"Rekkehus","Bolig","Bolig","6743027.94","-36293.08"
"1610",2570000,8,2014,5,"C",5,113.64,1,"Fritt salg","Uoppgitt",1,"1594.5",0,0,0,0,0,0,0,18,"1721.0","0.0","1721.0","899.0",0,2,7,"67.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-11-04,"4626/23/383/7","4626","23","383","7",300493209,"Angeltveitmyrane 14","angeltveitmyrane",14,NA,"H0202","5363","Boligblokker",1254778,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6738948.02","-50540.33"
"1630",4700000,7,2015,5,"C",5,114.61,1,"Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,5,5,"68.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-29,"4601/158/87/69","4601","158","87","69",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",832203,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1637",3050000,7,2015,5,"C",5,114.61,1,"Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,5,4,"46.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-08-09,"4601/158/87/68","4601","158","87","68",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",871953,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1643",5150000,7,2015,5,"C",5,114.61,1,"Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,6,2,"71.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-07-18,"4601/158/87/73","4601","158","87","73",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",795643,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
"1651",2950000,7,2015,5,"C",5,114.61,1,"Fritt salg","Blokkleilighet",1,"4328.1",1,0,0,0,0,0,0,36,"3011.0","0.0","3011.0","1.0",0,6,3,"50.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q4",2022-10-18,"4601/158/87/74","4601","158","87","74",300370620,"Damsgårdsveien 86","damsgårdsveien",86,NA,"H0302","5058","Boligblokker",1174856,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6733136.07","-32443.98"
